Iterations [0/25500], Train Loss: 1.001415, Validation Loss: 1.000758
Iterations [12820/25500], Train Loss: 0.054943, Validation Loss: 0.059435
Iterations [12830/25500], Train Loss: 0.051981, Validation Loss: 0.055100
Iterations [12840/25500], Train Loss: 0.064249, Validation Loss: 0.071735
Iterations [12850/25500], Train Loss: 0.053973, Validation Loss: 0.072872
Iterations [12860/25500], Train Loss: 0.069716, Validation Loss: 0.070458
Iterations [12870/25500], Train Loss: 0.064442, Validation Loss: 0.073206
Iterations [12880/25500], Train Loss: 0.066230, Validation Loss: 0.063942
Iterations [12890/25500], Train Loss: 0.052120, Validation Loss: 0.065882
Iterations [12900/25500], Train Loss: 0.073172, Validation Loss: 0.061577
Iterations [12910/25500], Train Loss: 0.085886, Validation Loss: 0.058759
Iterations [12920/25500], Train Loss: 0.067946, Validation Loss: 0.065787
Iterations [12930/25500], Train Loss: 0.065071, Validation Loss: 0.063547
Iterations [12940/25500], Train Loss: 0.072564, Validation Loss: 0.078156
Iterations [12950/25500], Train Loss: 0.054671, Validation Loss: 0.056900
Iterations [12960/25500], Train Loss: 0.071561, Validation Loss: 0.073004
Iterations [12970/25500], Train Loss: 0.055665, Validation Loss: 0.062293
Iterations [12980/25500], Train Loss: 0.053839, Validation Loss: 0.064080
Iterations [12990/25500], Train Loss: 0.054235, Validation Loss: 0.073507
Iterations [13000/25500], Train Loss: 0.077243, Validation Loss: 0.065805
Iterations [13010/25500], Train Loss: 0.053074, Validation Loss: 0.066132
Iterations [13020/25500], Train Loss: 0.055559, Validation Loss: 0.065030
Iterations [13030/25500], Train Loss: 0.058904, Validation Loss: 0.061188
Iterations [13040/25500], Train Loss: 0.067826, Validation Loss: 0.075256
Iterations [13050/25500], Train Loss: 0.056992, Validation Loss: 0.058271
Iterations [13060/25500], Train Loss: 0.055343, Validation Loss: 0.062424
Iterations [13070/25500], Train Loss: 0.064482, Validation Loss: 0.062945
Iterations [13080/25500], Train Loss: 0.052586, Validation Loss: 0.053399
Iterations [13090/25500], Train Loss: 0.057905, Validation Loss: 0.067323
Iterations [13100/25500], Train Loss: 0.060990, Validation Loss: 0.064386
Iterations [13110/25500], Train Loss: 0.054808, Validation Loss: 0.042920
Iterations [13120/25500], Train Loss: 0.057275, Validation Loss: 0.069221
Iterations [13130/25500], Train Loss: 0.048449, Validation Loss: 0.063928
Iterations [13140/25500], Train Loss: 0.055977, Validation Loss: 0.079529
Iterations [13150/25500], Train Loss: 0.058023, Validation Loss: 0.062328
Iterations [13160/25500], Train Loss: 0.057980, Validation Loss: 0.061915
Iterations [13170/25500], Train Loss: 0.056752, Validation Loss: 0.068452
Iterations [13180/25500], Train Loss: 0.066209, Validation Loss: 0.059582
Iterations [13190/25500], Train Loss: 0.055284, Validation Loss: 0.066643
Iterations [13200/25500], Train Loss: 0.055120, Validation Loss: 0.059704
Iterations [13210/25500], Train Loss: 0.056384, Validation Loss: 0.064697
Iterations [13220/25500], Train Loss: 0.056921, Validation Loss: 0.054930
Iterations [13230/25500], Train Loss: 0.059123, Validation Loss: 0.046958
Iterations [13240/25500], Train Loss: 0.056751, Validation Loss: 0.055710
Iterations [13250/25500], Train Loss: 0.066609, Validation Loss: 0.068143
Iterations [13260/25500], Train Loss: 0.065909, Validation Loss: 0.052648
Iterations [13270/25500], Train Loss: 0.046350, Validation Loss: 0.065672
Iterations [13280/25500], Train Loss: 0.062780, Validation Loss: 0.052601
Iterations [13290/25500], Train Loss: 0.075062, Validation Loss: 0.067355
Iterations [13300/25500], Train Loss: 0.052152, Validation Loss: 0.051963
Iterations [13310/25500], Train Loss: 0.057502, Validation Loss: 0.060959
Iterations [13320/25500], Train Loss: 0.050940, Validation Loss: 0.061803
Iterations [13330/25500], Train Loss: 0.066901, Validation Loss: 0.057583
Iterations [13340/25500], Train Loss: 0.040939, Validation Loss: 0.066325
Iterations [13350/25500], Train Loss: 0.076425, Validation Loss: 0.047885
Iterations [13360/25500], Train Loss: 0.055532, Validation Loss: 0.065456
Iterations [13370/25500], Train Loss: 0.051720, Validation Loss: 0.059081
Iterations [13380/25500], Train Loss: 0.060089, Validation Loss: 0.055375
Iterations [13390/25500], Train Loss: 0.054576, Validation Loss: 0.055242
Iterations [13400/25500], Train Loss: 0.056991, Validation Loss: 0.069406
Iterations [13410/25500], Train Loss: 0.062430, Validation Loss: 0.063357
Iterations [13420/25500], Train Loss: 0.059225, Validation Loss: 0.062351
Iterations [13430/25500], Train Loss: 0.056230, Validation Loss: 0.056065
Iterations [13440/25500], Train Loss: 0.051135, Validation Loss: 0.049177
Iterations [13450/25500], Train Loss: 0.049117, Validation Loss: 0.073052
Iterations [13460/25500], Train Loss: 0.053102, Validation Loss: 0.061759
Iterations [13470/25500], Train Loss: 0.053193, Validation Loss: 0.058381
Iterations [13480/25500], Train Loss: 0.057005, Validation Loss: 0.066336
Iterations [13490/25500], Train Loss: 0.047640, Validation Loss: 0.062441
Iterations [13500/25500], Train Loss: 0.064950, Validation Loss: 0.056799
Iterations [13510/25500], Train Loss: 0.056623, Validation Loss: 0.064992
Iterations [13520/25500], Train Loss: 0.040663, Validation Loss: 0.070000
Iterations [13530/25500], Train Loss: 0.072784, Validation Loss: 0.061871
Iterations [13540/25500], Train Loss: 0.053855, Validation Loss: 0.069316
Iterations [13550/25500], Train Loss: 0.046904, Validation Loss: 0.057345
Iterations [13560/25500], Train Loss: 0.052792, Validation Loss: 0.065876
Iterations [13570/25500], Train Loss: 0.063626, Validation Loss: 0.056765
Iterations [13580/25500], Train Loss: 0.048294, Validation Loss: 0.058748
Iterations [13590/25500], Train Loss: 0.055336, Validation Loss: 0.055940
Iterations [13600/25500], Train Loss: 0.049139, Validation Loss: 0.055508
Iterations [13610/25500], Train Loss: 0.049095, Validation Loss: 0.054358
Iterations [13620/25500], Train Loss: 0.045779, Validation Loss: 0.059560
Iterations [13630/25500], Train Loss: 0.052787, Validation Loss: 0.070744
Iterations [13640/25500], Train Loss: 0.073120, Validation Loss: 0.052877
Iterations [13650/25500], Train Loss: 0.052339, Validation Loss: 0.068479
Iterations [13660/25500], Train Loss: 0.044921, Validation Loss: 0.066030
Iterations [13670/25500], Train Loss: 0.062757, Validation Loss: 0.066859
Iterations [13680/25500], Train Loss: 0.058578, Validation Loss: 0.059563
Iterations [13690/25500], Train Loss: 0.050020, Validation Loss: 0.054042
Iterations [13700/25500], Train Loss: 0.055873, Validation Loss: 0.050302
Iterations [13710/25500], Train Loss: 0.049596, Validation Loss: 0.051797
Iterations [13720/25500], Train Loss: 0.071226, Validation Loss: 0.065263
Iterations [13730/25500], Train Loss: 0.050765, Validation Loss: 0.057226
Iterations [13740/25500], Train Loss: 0.052425, Validation Loss: 0.064216
Iterations [13750/25500], Train Loss: 0.051544, Validation Loss: 0.042287
Iterations [13760/25500], Train Loss: 0.048537, Validation Loss: 0.069352
Iterations [13770/25500], Train Loss: 0.047175, Validation Loss: 0.054394
Iterations [13780/25500], Train Loss: 0.059805, Validation Loss: 0.057544
Iterations [13790/25500], Train Loss: 0.054071, Validation Loss: 0.063337
Iterations [13800/25500], Train Loss: 0.053917, Validation Loss: 0.067382
Iterations [13810/25500], Train Loss: 0.054863, Validation Loss: 0.060307
Iterations [13820/25500], Train Loss: 0.056835, Validation Loss: 0.052738
Iterations [13830/25500], Train Loss: 0.037768, Validation Loss: 0.050118
Iterations [13840/25500], Train Loss: 0.041920, Validation Loss: 0.063645
Iterations [13850/25500], Train Loss: 0.056701, Validation Loss: 0.073655
Iterations [13860/25500], Train Loss: 0.052958, Validation Loss: 0.056569
Iterations [13870/25500], Train Loss: 0.050395, Validation Loss: 0.051164
Iterations [13880/25500], Train Loss: 0.047416, Validation Loss: 0.048017
Iterations [13890/25500], Train Loss: 0.049573, Validation Loss: 0.053843
Iterations [13900/25500], Train Loss: 0.052837, Validation Loss: 0.052489
Iterations [13910/25500], Train Loss: 0.057165, Validation Loss: 0.062569
Iterations [13920/25500], Train Loss: 0.048319, Validation Loss: 0.051256
Iterations [13930/25500], Train Loss: 0.052571, Validation Loss: 0.053232
Iterations [13940/25500], Train Loss: 0.060336, Validation Loss: 0.046832
Iterations [13950/25500], Train Loss: 0.054418, Validation Loss: 0.055321
Iterations [13960/25500], Train Loss: 0.058591, Validation Loss: 0.064322
Iterations [13970/25500], Train Loss: 0.059541, Validation Loss: 0.057646
Iterations [13980/25500], Train Loss: 0.053244, Validation Loss: 0.056393
Iterations [13990/25500], Train Loss: 0.050639, Validation Loss: 0.047180
Iterations [14000/25500], Train Loss: 0.058440, Validation Loss: 0.065675
Iterations [14010/25500], Train Loss: 0.048000, Validation Loss: 0.045563
Iterations [14020/25500], Train Loss: 0.062648, Validation Loss: 0.063015
Iterations [14030/25500], Train Loss: 0.061808, Validation Loss: 0.051924
Iterations [14040/25500], Train Loss: 0.049673, Validation Loss: 0.049969
Iterations [14050/25500], Train Loss: 0.042377, Validation Loss: 0.047207
Iterations [14060/25500], Train Loss: 0.059911, Validation Loss: 0.047762
Iterations [14070/25500], Train Loss: 0.045429, Validation Loss: 0.049174
Iterations [14080/25500], Train Loss: 0.040970, Validation Loss: 0.054698
Iterations [14090/25500], Train Loss: 0.061111, Validation Loss: 0.052073
Iterations [14100/25500], Train Loss: 0.046164, Validation Loss: 0.046059
Iterations [14110/25500], Train Loss: 0.053520, Validation Loss: 0.051331
Iterations [14120/25500], Train Loss: 0.048490, Validation Loss: 0.051074
Iterations [14130/25500], Train Loss: 0.040636, Validation Loss: 0.046905
Iterations [14140/25500], Train Loss: 0.035557, Validation Loss: 0.041965
Iterations [14150/25500], Train Loss: 0.057515, Validation Loss: 0.056818
Iterations [14160/25500], Train Loss: 0.059321, Validation Loss: 0.053249
Iterations [14170/25500], Train Loss: 0.046796, Validation Loss: 0.044072
Iterations [14180/25500], Train Loss: 0.052469, Validation Loss: 0.058877
Iterations [14190/25500], Train Loss: 0.064834, Validation Loss: 0.049366
Iterations [14200/25500], Train Loss: 0.050707, Validation Loss: 0.047166
Iterations [14210/25500], Train Loss: 0.045176, Validation Loss: 0.046590
Iterations [14220/25500], Train Loss: 0.048476, Validation Loss: 0.054035
Iterations [14230/25500], Train Loss: 0.037891, Validation Loss: 0.051481
Iterations [14240/25500], Train Loss: 0.049326, Validation Loss: 0.051543
Iterations [14250/25500], Train Loss: 0.040728, Validation Loss: 0.062184
Iterations [14260/25500], Train Loss: 0.039385, Validation Loss: 0.045603
Iterations [14270/25500], Train Loss: 0.058198, Validation Loss: 0.057527
Iterations [14280/25500], Train Loss: 0.045287, Validation Loss: 0.048936
Iterations [14290/25500], Train Loss: 0.042877, Validation Loss: 0.055477
Iterations [14300/25500], Train Loss: 0.046386, Validation Loss: 0.050516
Iterations [14310/25500], Train Loss: 0.050842, Validation Loss: 0.041594
Iterations [14320/25500], Train Loss: 0.055818, Validation Loss: 0.051978
Iterations [14330/25500], Train Loss: 0.045930, Validation Loss: 0.042681
Iterations [14340/25500], Train Loss: 0.047153, Validation Loss: 0.062277
Iterations [14350/25500], Train Loss: 0.056856, Validation Loss: 0.045350
Iterations [14360/25500], Train Loss: 0.054703, Validation Loss: 0.053482
Iterations [14370/25500], Train Loss: 0.058042, Validation Loss: 0.044463
Iterations [14380/25500], Train Loss: 0.042543, Validation Loss: 0.047707
Iterations [14390/25500], Train Loss: 0.057979, Validation Loss: 0.051233
Iterations [14400/25500], Train Loss: 0.041082, Validation Loss: 0.045863
Iterations [14410/25500], Train Loss: 0.050969, Validation Loss: 0.048235
Iterations [14420/25500], Train Loss: 0.058640, Validation Loss: 0.054739
Iterations [14430/25500], Train Loss: 0.044831, Validation Loss: 0.050771
Iterations [14440/25500], Train Loss: 0.048790, Validation Loss: 0.052343
Iterations [14450/25500], Train Loss: 0.051545, Validation Loss: 0.040379
Iterations [14460/25500], Train Loss: 0.041563, Validation Loss: 0.066827
Iterations [14470/25500], Train Loss: 0.036965, Validation Loss: 0.052431
Iterations [14480/25500], Train Loss: 0.047146, Validation Loss: 0.047228
Iterations [14490/25500], Train Loss: 0.042402, Validation Loss: 0.047794
Iterations [14500/25500], Train Loss: 0.047703, Validation Loss: 0.053819
Iterations [14510/25500], Train Loss: 0.040511, Validation Loss: 0.041261
Iterations [14520/25500], Train Loss: 0.043236, Validation Loss: 0.061485
Iterations [14530/25500], Train Loss: 0.045932, Validation Loss: 0.060063
Iterations [14540/25500], Train Loss: 0.050032, Validation Loss: 0.051590
Iterations [14550/25500], Train Loss: 0.046481, Validation Loss: 0.046126
Iterations [14560/25500], Train Loss: 0.051297, Validation Loss: 0.072300
Iterations [14570/25500], Train Loss: 0.036446, Validation Loss: 0.059950
Iterations [14580/25500], Train Loss: 0.046308, Validation Loss: 0.042290
Iterations [14590/25500], Train Loss: 0.038804, Validation Loss: 0.051011
Iterations [14600/25500], Train Loss: 0.046773, Validation Loss: 0.052557
Iterations [14610/25500], Train Loss: 0.037363, Validation Loss: 0.055639
Iterations [14620/25500], Train Loss: 0.051638, Validation Loss: 0.045699
Iterations [14630/25500], Train Loss: 0.041252, Validation Loss: 0.048006
Iterations [14640/25500], Train Loss: 0.058893, Validation Loss: 0.058108
Iterations [14650/25500], Train Loss: 0.044629, Validation Loss: 0.058306
Iterations [14660/25500], Train Loss: 0.049321, Validation Loss: 0.059741
Iterations [14670/25500], Train Loss: 0.038970, Validation Loss: 0.055607
Iterations [14680/25500], Train Loss: 0.047248, Validation Loss: 0.050195
Iterations [14690/25500], Train Loss: 0.031105, Validation Loss: 0.037387
Iterations [14700/25500], Train Loss: 0.045025, Validation Loss: 0.042647
Iterations [14710/25500], Train Loss: 0.047812, Validation Loss: 0.044870
Iterations [14720/25500], Train Loss: 0.044817, Validation Loss: 0.055614
Iterations [14730/25500], Train Loss: 0.041705, Validation Loss: 0.053923
Iterations [14740/25500], Train Loss: 0.052729, Validation Loss: 0.040214
Iterations [14750/25500], Train Loss: 0.049813, Validation Loss: 0.048183
Iterations [14760/25500], Train Loss: 0.037354, Validation Loss: 0.052343
Iterations [14770/25500], Train Loss: 0.036508, Validation Loss: 0.041618
Iterations [14780/25500], Train Loss: 0.038334, Validation Loss: 0.037909
Iterations [14790/25500], Train Loss: 0.046054, Validation Loss: 0.050180
Iterations [14800/25500], Train Loss: 0.043927, Validation Loss: 0.051955
Iterations [14810/25500], Train Loss: 0.049997, Validation Loss: 0.042495
Iterations [14820/25500], Train Loss: 0.041528, Validation Loss: 0.056452
Iterations [14830/25500], Train Loss: 0.047898, Validation Loss: 0.044764
Iterations [14840/25500], Train Loss: 0.042999, Validation Loss: 0.057131
Iterations [14850/25500], Train Loss: 0.050927, Validation Loss: 0.049628
Iterations [14860/25500], Train Loss: 0.045622, Validation Loss: 0.041265
Iterations [14870/25500], Train Loss: 0.035260, Validation Loss: 0.056530
Iterations [14880/25500], Train Loss: 0.040060, Validation Loss: 0.048561
Iterations [14890/25500], Train Loss: 0.054017, Validation Loss: 0.048014
Iterations [14900/25500], Train Loss: 0.049282, Validation Loss: 0.052423
Iterations [14910/25500], Train Loss: 0.047015, Validation Loss: 0.039984
Iterations [14920/25500], Train Loss: 0.044914, Validation Loss: 0.039491
Iterations [14930/25500], Train Loss: 0.042825, Validation Loss: 0.046342
Iterations [14940/25500], Train Loss: 0.038213, Validation Loss: 0.049017
Iterations [14950/25500], Train Loss: 0.031664, Validation Loss: 0.046859
Iterations [14960/25500], Train Loss: 0.045159, Validation Loss: 0.044517
Iterations [14970/25500], Train Loss: 0.050565, Validation Loss: 0.054892
Iterations [14980/25500], Train Loss: 0.048102, Validation Loss: 0.036156
Iterations [14990/25500], Train Loss: 0.043381, Validation Loss: 0.040085
Iterations [15000/25500], Train Loss: 0.044151, Validation Loss: 0.054037
Iterations [15010/25500], Train Loss: 0.040673, Validation Loss: 0.054962
Iterations [15020/25500], Train Loss: 0.045350, Validation Loss: 0.062615
Iterations [15030/25500], Train Loss: 0.040955, Validation Loss: 0.062861
Iterations [15040/25500], Train Loss: 0.030637, Validation Loss: 0.039489
Iterations [15050/25500], Train Loss: 0.051489, Validation Loss: 0.042155
Iterations [15060/25500], Train Loss: 0.052485, Validation Loss: 0.048789
Iterations [15070/25500], Train Loss: 0.040945, Validation Loss: 0.041753
Iterations [15080/25500], Train Loss: 0.048398, Validation Loss: 0.058306
Iterations [15090/25500], Train Loss: 0.049899, Validation Loss: 0.046611
Iterations [15100/25500], Train Loss: 0.028643, Validation Loss: 0.050334
Iterations [15110/25500], Train Loss: 0.038248, Validation Loss: 0.046349
Iterations [15120/25500], Train Loss: 0.037705, Validation Loss: 0.051759
Iterations [15130/25500], Train Loss: 0.047622, Validation Loss: 0.036624
Iterations [15140/25500], Train Loss: 0.043415, Validation Loss: 0.044680
Iterations [15150/25500], Train Loss: 0.035342, Validation Loss: 0.047931
Iterations [15160/25500], Train Loss: 0.041437, Validation Loss: 0.052303
Iterations [15170/25500], Train Loss: 0.041569, Validation Loss: 0.049544
Iterations [15180/25500], Train Loss: 0.044655, Validation Loss: 0.045962
Iterations [15190/25500], Train Loss: 0.040350, Validation Loss: 0.046798
Iterations [15200/25500], Train Loss: 0.044181, Validation Loss: 0.039719
Iterations [15210/25500], Train Loss: 0.039505, Validation Loss: 0.045688
Iterations [15220/25500], Train Loss: 0.035422, Validation Loss: 0.058601
Iterations [15230/25500], Train Loss: 0.028735, Validation Loss: 0.038832
Iterations [15240/25500], Train Loss: 0.041947, Validation Loss: 0.045686
Iterations [15250/25500], Train Loss: 0.039064, Validation Loss: 0.047460
Iterations [15260/25500], Train Loss: 0.047313, Validation Loss: 0.037062
Iterations [15270/25500], Train Loss: 0.040621, Validation Loss: 0.038655
Iterations [15280/25500], Train Loss: 0.050186, Validation Loss: 0.043028
Iterations [15290/25500], Train Loss: 0.041341, Validation Loss: 0.052294
Iterations [15300/25500], Train Loss: 0.044856, Validation Loss: 0.044401
Iterations [15310/25500], Train Loss: 0.040458, Validation Loss: 0.040624
Iterations [15320/25500], Train Loss: 0.035281, Validation Loss: 0.056235
Iterations [15330/25500], Train Loss: 0.040900, Validation Loss: 0.048128
Iterations [15340/25500], Train Loss: 0.044670, Validation Loss: 0.048740
Iterations [15350/25500], Train Loss: 0.045358, Validation Loss: 0.046414
Iterations [15360/25500], Train Loss: 0.037294, Validation Loss: 0.045742
Iterations [15370/25500], Train Loss: 0.032450, Validation Loss: 0.048659
Iterations [15380/25500], Train Loss: 0.038361, Validation Loss: 0.040110
Iterations [15390/25500], Train Loss: 0.039294, Validation Loss: 0.048012
Iterations [15400/25500], Train Loss: 0.043123, Validation Loss: 0.045871
Iterations [15410/25500], Train Loss: 0.043848, Validation Loss: 0.059486
Iterations [15420/25500], Train Loss: 0.037769, Validation Loss: 0.036632
Iterations [15430/25500], Train Loss: 0.034213, Validation Loss: 0.046207
Iterations [15440/25500], Train Loss: 0.037182, Validation Loss: 0.028508
Iterations [15450/25500], Train Loss: 0.039791, Validation Loss: 0.046960
Iterations [15460/25500], Train Loss: 0.037517, Validation Loss: 0.046660
Iterations [15470/25500], Train Loss: 0.030840, Validation Loss: 0.055356
Iterations [15480/25500], Train Loss: 0.034787, Validation Loss: 0.045333
Iterations [15490/25500], Train Loss: 0.034042, Validation Loss: 0.042860
Iterations [15500/25500], Train Loss: 0.037758, Validation Loss: 0.041761
Iterations [15510/25500], Train Loss: 0.030300, Validation Loss: 0.038364
Iterations [15520/25500], Train Loss: 0.032110, Validation Loss: 0.048922
Iterations [15530/25500], Train Loss: 0.036314, Validation Loss: 0.051302
Iterations [15540/25500], Train Loss: 0.046632, Validation Loss: 0.036390
Iterations [15550/25500], Train Loss: 0.043117, Validation Loss: 0.047122
Iterations [15560/25500], Train Loss: 0.041497, Validation Loss: 0.052371
Iterations [15570/25500], Train Loss: 0.048367, Validation Loss: 0.049465
Iterations [15580/25500], Train Loss: 0.039635, Validation Loss: 0.042386
Iterations [15590/25500], Train Loss: 0.033898, Validation Loss: 0.043711
Iterations [15600/25500], Train Loss: 0.031166, Validation Loss: 0.039035
Iterations [15610/25500], Train Loss: 0.044108, Validation Loss: 0.035844
Iterations [15620/25500], Train Loss: 0.040291, Validation Loss: 0.042010
Iterations [15630/25500], Train Loss: 0.046934, Validation Loss: 0.043196
Iterations [15640/25500], Train Loss: 0.037196, Validation Loss: 0.044908
Iterations [15650/25500], Train Loss: 0.049659, Validation Loss: 0.035464
Iterations [15660/25500], Train Loss: 0.034677, Validation Loss: 0.048897
Iterations [15670/25500], Train Loss: 0.032831, Validation Loss: 0.036451
Iterations [15680/25500], Train Loss: 0.034122, Validation Loss: 0.041445
Iterations [15690/25500], Train Loss: 0.045563, Validation Loss: 0.045093
Iterations [15700/25500], Train Loss: 0.040537, Validation Loss: 0.052319
Iterations [15710/25500], Train Loss: 0.041997, Validation Loss: 0.045290
Iterations [15720/25500], Train Loss: 0.041685, Validation Loss: 0.039772
Iterations [15730/25500], Train Loss: 0.037208, Validation Loss: 0.029168
Iterations [15740/25500], Train Loss: 0.037327, Validation Loss: 0.050458
Iterations [15750/25500], Train Loss: 0.033537, Validation Loss: 0.037238
Iterations [15760/25500], Train Loss: 0.040310, Validation Loss: 0.040839
Iterations [15770/25500], Train Loss: 0.040163, Validation Loss: 0.048893
Iterations [15780/25500], Train Loss: 0.045890, Validation Loss: 0.039001
Iterations [15790/25500], Train Loss: 0.042905, Validation Loss: 0.039195
Iterations [15800/25500], Train Loss: 0.036995, Validation Loss: 0.044289
Iterations [15810/25500], Train Loss: 0.033136, Validation Loss: 0.039391
Iterations [15820/25500], Train Loss: 0.040719, Validation Loss: 0.052580
Iterations [15830/25500], Train Loss: 0.037050, Validation Loss: 0.030408
Iterations [15840/25500], Train Loss: 0.034132, Validation Loss: 0.046410
Iterations [15850/25500], Train Loss: 0.029222, Validation Loss: 0.049341
Iterations [15860/25500], Train Loss: 0.038738, Validation Loss: 0.033636
Iterations [15870/25500], Train Loss: 0.036865, Validation Loss: 0.043997
Iterations [15880/25500], Train Loss: 0.036020, Validation Loss: 0.045556
Iterations [15890/25500], Train Loss: 0.036012, Validation Loss: 0.040541
Iterations [15900/25500], Train Loss: 0.026775, Validation Loss: 0.042497
Iterations [15910/25500], Train Loss: 0.045519, Validation Loss: 0.035935
Iterations [15920/25500], Train Loss: 0.039797, Validation Loss: 0.041374
Iterations [15930/25500], Train Loss: 0.028535, Validation Loss: 0.045087
Iterations [15940/25500], Train Loss: 0.038292, Validation Loss: 0.046780
Iterations [15950/25500], Train Loss: 0.034506, Validation Loss: 0.034471
Iterations [15960/25500], Train Loss: 0.039071, Validation Loss: 0.045620
Iterations [15970/25500], Train Loss: 0.041651, Validation Loss: 0.041111
Iterations [15980/25500], Train Loss: 0.044544, Validation Loss: 0.036935
Iterations [15990/25500], Train Loss: 0.039063, Validation Loss: 0.047389
Iterations [16000/25500], Train Loss: 0.036769, Validation Loss: 0.035318
Iterations [16010/25500], Train Loss: 0.035885, Validation Loss: 0.035009
Iterations [16020/25500], Train Loss: 0.034096, Validation Loss: 0.041829
Iterations [16030/25500], Train Loss: 0.043105, Validation Loss: 0.042084
Iterations [16040/25500], Train Loss: 0.033318, Validation Loss: 0.037918
Iterations [16050/25500], Train Loss: 0.038932, Validation Loss: 0.040621
Iterations [16060/25500], Train Loss: 0.034259, Validation Loss: 0.055732
Iterations [16070/25500], Train Loss: 0.024939, Validation Loss: 0.044482
Iterations [16080/25500], Train Loss: 0.038791, Validation Loss: 0.041200
Iterations [16090/25500], Train Loss: 0.030917, Validation Loss: 0.031145
Iterations [16100/25500], Train Loss: 0.037253, Validation Loss: 0.039597
Iterations [16110/25500], Train Loss: 0.042556, Validation Loss: 0.039286
Iterations [16120/25500], Train Loss: 0.035059, Validation Loss: 0.042333
Iterations [16130/25500], Train Loss: 0.035388, Validation Loss: 0.045082
Iterations [16140/25500], Train Loss: 0.035407, Validation Loss: 0.041828
Iterations [16150/25500], Train Loss: 0.039318, Validation Loss: 0.043655
Iterations [16160/25500], Train Loss: 0.027322, Validation Loss: 0.038167
Iterations [16170/25500], Train Loss: 0.037365, Validation Loss: 0.047508
Iterations [16180/25500], Train Loss: 0.028746, Validation Loss: 0.051976
Iterations [16190/25500], Train Loss: 0.043025, Validation Loss: 0.043135
Iterations [16200/25500], Train Loss: 0.035257, Validation Loss: 0.043073
Iterations [16210/25500], Train Loss: 0.037466, Validation Loss: 0.045865
Iterations [16220/25500], Train Loss: 0.042621, Validation Loss: 0.035227
Iterations [16230/25500], Train Loss: 0.048362, Validation Loss: 0.042962
Iterations [16240/25500], Train Loss: 0.029090, Validation Loss: 0.028150
Iterations [16250/25500], Train Loss: 0.043707, Validation Loss: 0.034144
Iterations [16260/25500], Train Loss: 0.033615, Validation Loss: 0.039395
Iterations [16270/25500], Train Loss: 0.044336, Validation Loss: 0.036242
Iterations [16280/25500], Train Loss: 0.032135, Validation Loss: 0.040913
Iterations [16290/25500], Train Loss: 0.033792, Validation Loss: 0.038326
Iterations [16300/25500], Train Loss: 0.035682, Validation Loss: 0.047509
Iterations [16310/25500], Train Loss: 0.045770, Validation Loss: 0.050610
Iterations [16320/25500], Train Loss: 0.041027, Validation Loss: 0.038166
Iterations [16330/25500], Train Loss: 0.034616, Validation Loss: 0.028990
Iterations [16340/25500], Train Loss: 0.033642, Validation Loss: 0.043634
Iterations [16350/25500], Train Loss: 0.026957, Validation Loss: 0.034124
Iterations [16360/25500], Train Loss: 0.035535, Validation Loss: 0.036593
Iterations [16370/25500], Train Loss: 0.027607, Validation Loss: 0.037618
Iterations [16380/25500], Train Loss: 0.033429, Validation Loss: 0.036516
Iterations [16390/25500], Train Loss: 0.030709, Validation Loss: 0.038014
Iterations [16400/25500], Train Loss: 0.032750, Validation Loss: 0.033541
Iterations [16410/25500], Train Loss: 0.029034, Validation Loss: 0.048351
Iterations [16420/25500], Train Loss: 0.026917, Validation Loss: 0.037908
Iterations [16430/25500], Train Loss: 0.029838, Validation Loss: 0.031681
Iterations [16440/25500], Train Loss: 0.035689, Validation Loss: 0.037322
Iterations [16450/25500], Train Loss: 0.030383, Validation Loss: 0.037898
Iterations [16460/25500], Train Loss: 0.032409, Validation Loss: 0.034947
Iterations [16470/25500], Train Loss: 0.029631, Validation Loss: 0.041355
Iterations [16480/25500], Train Loss: 0.031457, Validation Loss: 0.049142
Iterations [16490/25500], Train Loss: 0.027441, Validation Loss: 0.038312
Iterations [16500/25500], Train Loss: 0.034431, Validation Loss: 0.043971
Iterations [16510/25500], Train Loss: 0.026530, Validation Loss: 0.026387
Iterations [16520/25500], Train Loss: 0.035598, Validation Loss: 0.042844
Iterations [16530/25500], Train Loss: 0.024864, Validation Loss: 0.027368
Iterations [16540/25500], Train Loss: 0.039803, Validation Loss: 0.035889
Iterations [16550/25500], Train Loss: 0.036646, Validation Loss: 0.047300
Iterations [16560/25500], Train Loss: 0.036318, Validation Loss: 0.042327
Iterations [16570/25500], Train Loss: 0.026826, Validation Loss: 0.046168
Iterations [16580/25500], Train Loss: 0.049774, Validation Loss: 0.032420
Iterations [16590/25500], Train Loss: 0.034067, Validation Loss: 0.044709
Iterations [16600/25500], Train Loss: 0.037693, Validation Loss: 0.046056
Iterations [16610/25500], Train Loss: 0.031966, Validation Loss: 0.034856
Iterations [16620/25500], Train Loss: 0.031510, Validation Loss: 0.037127
Iterations [16630/25500], Train Loss: 0.025703, Validation Loss: 0.040660
Iterations [16640/25500], Train Loss: 0.036986, Validation Loss: 0.034363
Iterations [16650/25500], Train Loss: 0.026042, Validation Loss: 0.033336
Iterations [16660/25500], Train Loss: 0.035128, Validation Loss: 0.043621
Iterations [16670/25500], Train Loss: 0.033526, Validation Loss: 0.040964
Iterations [16680/25500], Train Loss: 0.020794, Validation Loss: 0.033465
